Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Source Profile URL / 来源主页
aidramalabs_pulse0,Shape of Desire,Shape of Desire,209,ID 7572165299261281310,Collateral love,附带的爱,2025-11-14 02:55:24,5,7765801,283,4.7,是 / Yes,Revenge、Family Feud、Contract Lovers,复仇、家庭恩怨、合约爱好者,"Betrayed by her husband and maid, she fights back.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,210,ID 7575034243718386719,Fated to My Mafia Priest,命中注定我的黑手党牧师,2025-11-21 23:07:41,10,10848097,818,13.6,是 / Yes,dark romance、Family & Ethics、Family Feud,黑暗浪漫、家庭与道德、家庭恩怨,"Is his love my salvation, or my danger?",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,211,ID 7585408013088068638,"The Hater, The Lover",恨者，爱者,2025-12-19 21:43:34,10,11912431,706,11.8,是 / Yes,Family Feud、Love After Divorce,家庭恩怨、离婚后的爱情,"The Hater, The Lover",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,212,ID 7568818486622049310,Queen of Time's Revenge,时间女王的复仇,2025-11-04 23:08:16,4,46056058,324,5.4,是 / Yes,Revenge、Fantasy、Redemption,复仇、奇幻、赎回,"A billionaire heiress takes revenge on her cheating fiancé at the altar, only to be trapped in 3000 time loops—she has 48 hours to save her angel husband who died for her, or lose him forever",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,213,ID 7574783223549580318,Housewife's Boob Job,家庭主妇的布布工作,2025-11-23 22:20:28,6,2781658,472,7.9,是 / Yes,Family Feud、Revenge,家庭恩怨、复仇,Husband wants bigger boobs... 😱💔,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,214,ID 7593314722842448927,My blind wife,我的盲人妻子,2026-01-10 10:43:47,1,839498,27,0.5,是 / Yes,Revenge、Family Feud、dark romance,复仇、家庭恩怨、黑暗浪漫,My blind wife,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,215,ID 7577441069646763038,The Fallen lady Returns,堕落的女士归来,2025-11-28 18:27:23,5,851333,289,4.8,是 / Yes,Revenge、Workplace,复仇、职场,"Betrayed by her husband and left for dead, designer Nora is Reborn a year in the past, vowing to uncover the entire truth.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,216,ID 7611223747349025822,Ballerina Fear,芭蕾舞演员的恐惧,2026-02-27 20:18:55,30,9761173,1825,30.4,是 / Yes,City、Mystery,城市、神秘,"BALLERINA FEAR, where there is light in the heart, there is no fear of darkness",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,217,ID 7592512151428830239,The Billionaire Intern's Fury,亿万富翁实习生的愤怒,2026-01-07 20:33:57,5,1181547,300,5.0,是 / Yes,Love Triangle、Workplace、Revenge,三角恋、职场、复仇,"She hid her billionaire identity as an intern—until her work was stolen, her dignity crushed, and she decided to destroy everyone who crossed her.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,218,ID 7566958494407136287,My Dangerous Mind Reader,我危险的读心术,2025-10-31 00:03:14,5,50760891,289,4.8,是 / Yes,Fantasy、Betrayal、Enemies to Lovers,奇幻、背叛、从敌人到恋人,"In a world where minds can be read, the only unpredictable things are love—and the monster sleeping within her.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,219,ID 7605847568010236958,My Professor's Obsession,我的教授的痴迷,2026-02-16 10:18:22,30,5100079,1981,33.0,是 / Yes,Romantic Complications、Superior and Inferior,浪漫并发症、强弱逆袭,"My Professor's Obsession, She is his only exception",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,220,ID 7572137602690864158,Agreement boyfriend 72hours,协议男友72小时,2025-11-15 19:58:39,5,819881,345,5.8,是 / Yes,Contract Lovers、Revenge、Celebrity,合约爱好者、复仇、名人,Fake relationship turned real. Deadly game unveiled.,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,221,ID 7589897646270075934,Billionaire Waitress,亿万富翁女服务员,2026-01-01 18:57:44,5,23484215,362,6.0,是 / Yes,Family Feud、Superior and Inferior、Revenge,家庭恩怨、强弱逆袭、复仇,A humiliated waitress inherits a fortune and seeks revenge on those who wronged her.,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,222,ID 7551821937102738446,The CEO's Secret Wife,总裁的秘密妻子,2025-09-20 00:42:38,35,79717330,3312,55.2,是 / Yes,Family Feud、Love After Divorce,家庭恩怨、离婚后的爱情,Can a fake marriage spark a real second chance?,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,223,ID 7591789926815978526,Fell for my mafia professor,爱上了我的黑手党教授,2026-01-06 20:33:34,10,68106025,770,12.8,是 / Yes,Superior and Inferior、Revenge、Family Feud,强弱逆袭、复仇、家庭恩怨,"A criminal professor, an innocent student, and a fatal debt.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,224,ID 7563979664163705887,Bound to the Billionaire,与亿万富翁绑定,2025-10-22 23:48:13,5,62913601,413,6.9,是 / Yes,Family Feud、dark romance、Revenge,家庭恩怨、黑暗浪漫、复仇,"A waitress forced into a contract marriage with a billionaire discovers their families share a dark, twisted history of revenge, kidnapping, and forbidden love.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,225,ID 7612870289445245983,My Mafia Devil Husband: King’s Forced Bride,我的黑手党恶魔丈夫：国王的强迫新娘,2026-03-05 09:32:53,55,128947851,3399,56.6,是 / Yes,Family Feud、Revenge,家庭恩怨、复仇,"My Mafia Devil Husband, charming and strong",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,226,ID 7582909011100472351,Billionaire's Substitute Lover,亿万富翁的替身情人,2025-12-14 20:36:18,5,13311999,334,5.6,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,"Janitor humiliated, rescued by the new CEO, transforms into his fiancée, and is plunged into a deadly revenge plot.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,227,ID 7581404359867536415,The Trillionaire Janitor: Trash to Tycoon,亿万富翁清洁工：垃圾到大亨,2025-12-08 18:31:19,8,18145864,600,10.0,是 / Yes,Family Feud、Revenge、Redemption,家庭恩怨、复仇、赎回,Billionaire disguises as janitor for brutal revenge……,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,228,ID 7595876998397072414,The Nerd's Forbidden Romance,书呆子的禁忌浪漫,2026-01-17 01:17:56,1,641684,106,1.8,是 / Yes,Romantic Complications、Superior and Inferior,浪漫并发症、强弱逆袭,The Nerd's Forbidden Romance,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
shortdramatime,ShortDramaTime,ShortDramaTime,1,ID 7655332647727633416,Sweet Wife Steals My Heart,甜蜜的妻子偷走了我的心,2026-06-26 08:00:00,81,825382,6916,115.3,是 / Yes,Married Life、Contract Lovers、Family Feud,婚姻生活、合约爱好者、家庭恩怨,"Agent Shian accidentally acquires the power of invisibility while stealing Eason’s ancestral sapphire. To get the lost sapphire back, she agrees to harsh terms and becomes Eason’s contract wife. On the night of their wedding ceremony, she uses her invisibility to sneak in and steal the gem. The invisibility power nearly leaves her completely naked in front of all the guests, but Eason saves her just in time. The close call almost gives away her identity as a secret agent.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,2,ID 7652245326418695188,The Magic Princess Returns with the Crown,魔法公主带着王冠归来,2026-06-29 16:30:00,40,453375,3672,61.2,是 / Yes,Mistaken Identities、Palace/Mansion Intrigue、Royal Palace,错误的身份、宫殿/豪宅阴谋、皇宫,"For seven years, Princess Elara hid in a small town as a red-caped healer, betrayed and abandoned by the husband she saved. Reunited with her king father, she uncovers palace conspiracies, a vengeful knight’s deception, and a decades-old royal blood feud, rising from a humiliated wife to the saving queen of her kingdom.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,3,ID 7652240169399178258,The Young Lady Stops Pretending,年轻女士停止伪装,2026-06-28 10:30:00,83,600184,7735,128.9,是 / Yes,Mistaken Identities、Family Feud、Married Life,错误的身份、家庭恩怨、婚姻生活,"Three years ago, Elena Sterling, the young lady of the Sterling family, accidentally fell into the water and was rescued by the head of the Vanderbilt family. To repay the kindness, she deliberately concealed her identity as the daughter of the richest man and married his son, Alexander Vanderbilt. Secretly, she silently supported Alexander’s career—she even devoted the Sterling family’s resources to secure a 100-billion-yuan contract for the Vanderbilt family.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,4,ID 7655317323544417287,The Lucky Sweet Wife in a Secret Marriage,秘密婚姻中幸运的甜蜜妻子,2026-06-26 08:00:02,65,830836,7645,127.4,是 / Yes,Married Life、Love After Marriage、Family Feud,婚姻生活、婚后的爱情、家庭恩怨,"A young woman has a whirlwind marriage to a wealthy heir. While interning at his family’s firm, she faces bullying and framing from a jealous rival. Gradually winning over her new stepchild with kindness and talent, she clears up misunderstandings with her husband and uncovers a shocking family secret, leading to a happy ending.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,5,ID 7655317295501382664,Falling for the Tutor,爱上导师,2026-06-26 08:00:00,99,1391929,11186,186.4,是 / Yes,Enemies to Lovers、Romantic Complications、Family Feud,从敌人到恋人、浪漫并发症、家庭恩怨,"To gain a foothold in Alexander Sterling, Claire Bennett applies for a tutor position with the family. Using her wit, intelligence and courage, she wins over Leo Sterling, who is resistant to having a tutor. She and Alexander Sterling start off at loggerheads, yet gradually develop romantic feelings for each other.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,6,ID 7655317564390151176,Don't Exit the Car Without Opening Window,不打开窗户就不要下车,2026-06-26 08:00:01,59,445030,5231,87.2,是 / Yes,Lost Child、Family & Ethics、City,丢失的孩子、家庭与道德、城市,"This realistic tragic short drama depicts family betrayal and kinship redemption, while warning of the danger of locking people in overheated cars. It follows Lynn, her parents and the third party Sophie.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,7,ID 7655317275175605266,The Playboy's Daily Confession,花花公子的每日自白,2026-06-26 08:00:01,76,377936,9609,160.2,是 / Yes,Married Life、Family Feud、Contract Lovers,婚姻生活、家庭恩怨、合约爱好者,"After a betrayal and a car crash, Evelyn Walker is transformed into a powerhouse corporate VP by a wealthy matriarch, only to catch the eye of the family’s notorious playboy heir. Pushed into marriage by his matchmaking grandmother, the unlikely duo embarks on a wildly chaotic and spark-flying life together.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,8,ID 7655317565606564871,When Clouds Clear Love's Moon Appears,当云开雾散时，爱的月亮出现,2026-06-26 08:00:00,73,336236,7678,128.0,是 / Yes,Workplace、Love After Marriage、Married Life,职场、婚后的爱情、婚姻生活,"Three years ago, Luna Sam agreed to a flash marriage with a mysterious CEO to save her father from debt. After the wedding, her husband went abroad, and they remained strangers for three years. Three years later, Luna Sam joined a law firm, and her new boss turned out to be the very CEO who had just returned. They worked closely together; he admired her competence, unaware that she was his nominal wife. It was only when he called his wife and noticed his assistant's phone ring at the same time that the couple—the closest of strangers—finally recognized each other.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,9,ID 7655317304087122962,Destined Contractual Love,命中注定的契约爱情,2026-06-26 08:00:01,80,834986,6644,110.7,是 / Yes,Contract Lovers、Married Life、Family Feud,合约爱好者、婚姻生活、家庭恩怨,"Macy Drew enters a flash marriage with Fortino Sterling, who hides his true identity. The tyrannical boss she constantly complains about turns out to be her own husband. They weather numerous crises—interference from his ex-girlfriend, scheming family members, stolen design drafts, and even a kidnapping incident—growing deeply attached to each other through every trial. Fortino tears up their marriage contract and proposes to her, turning their contractual union into genuine love, and the two live happily ever after.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,10,ID 7650781630864725013,Fragments of Memory,记忆碎片,2026-06-27 10:30:00,50,830692,4383,73.0,是 / Yes,Family Feud、dark romance、Mystery,家庭恩怨、黑暗浪漫、神秘,"After losing her memory, she finds her ""husband"" is a total stranger hiding dark secrets. Suspicious drugs and altered photos prove her life is a carefully crafted lie. With everyone around her deceiving her, she must piece together fragments of the past. Is the man beside her a protector, or a monster who stole her life? Will she find her way back to her true love?",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,11,ID 7652245324001809428,A Brave Mother's Redemption,勇敢母亲的救赎,2026-06-27 14:30:01,71,664100,6349,105.8,是 / Yes,Reconciliation、Revenge、Family Feud,和解、复仇、家庭恩怨,"After giving birth, Emma becomes a wet nurse for the wealthy family in a desperate attempt to rescue her daughter from her abusive in-laws, only to reunite with Mr. Mason, the powerful CEO who has secretly loved her for years. As she faces family betrayal, dangerous schemes, and a long-buried past, Emma must fight to reclaim her child, rediscover her dreams, and uncover the truth that has been hidden for years.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,12,ID 7655317408042980360,Broke Besties' Book Transmigration: Dethroning the Heroine,坏了闺蜜的书《穿越：废黜女主》,2026-06-26 08:00:01,81,420044,7552,125.9,是 / Yes,Family Feud、Sismance、Revenge,家庭恩怨、西斯芒斯、复仇,"Two broke novelists enter their own novel as rivals, reject the original plot to make money, and team up to beat the annoying official heroine.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,13,ID 7650740401636217872,"Don't Mess With the Bride, She's the Real Boss",别惹新娘，她才是真正的老板,2026-06-28 08:30:00,30,796398,1900,31.7,是 / Yes,Contract Lovers、Revenge、Family Feud,合约爱好者、复仇、家庭恩怨,"A world-renowned wedding planner returns to marry her longtime fiancé, only to discover he is marrying another woman; teaming up with a disgraced billionaire heir in a fake relationship, she exposes a web of betrayal and corruption, turning their fake love into the real thing.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,14,ID 7655317422953616392,You Belong With Me,你是属于我的,2026-06-26 08:00:01,59,2040797,6378,106.3,是 / Yes,Reconciliation、Love After Divorce、Family Feud,和解、离婚后的爱情、家庭恩怨,"Scarlett and Harrison had a four-year contract secret marriage. When Harrison’s first love came back, Scarlett filed for divorce, found she was pregnant, and Harrison realized he truly loved her instead of just being possessive.",,否 / No,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,15,ID 7652698877245608978,"Sweet Lies, Deadly Trap",甜蜜的谎言，致命的陷阱,2026-06-29 12:30:00,60,393116,7996,133.3,是 / Yes,Married Life、City、Love Triangle,婚姻生活、城市、三角恋,"Driven by insatiable ambition and reckless greed, Ethan Vance, a brilliant but ruthless private hospital executive, stops at nothing to climb the corporate ladder. He manipulates, exploits, and betrays the women in his life, treating them as mere stepping stones for his meteoric rise to power. However, his web of deceit unravels when his newlywed wife, Sophia, discovers his ultimate betrayal. Turning the tables, Sophia secretly allies with Ethan’s meticulous sister, Emily, and his former mistress, Vivian. Together, the trio of scorned women orchestrate a flawless, high-stakes insurance and cor",,是 / Yes,https://www.tiktok.com/@shortdramatime
